ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,counter
1628410157,CLcdOw3RZMvPCBG9ad,192.168.1.133,53277,224.0.0.252,5355,udp,dns,-,-,-,S0,-,-,0,D,1,55,0,0,-,19
1628410107,CxRY2K1feoAPVR17e4,192.168.1.180,9898,255.255.255.255,9898,udp,-,-,-,-,S0,-,-,0,D,1,57,0,0,-,5
1628410148,CB7rSn3Ol88PhpkUL4,192.168.1.180,5353,224.0.0.251,5353,udp,dns,6.458989,6067,0,S0,-,-,0,D,15,6487,0,0,-,12
1628410158,CiivOv2U5ZdgFc8JJe,db80::888b:8236:3381:d568,50007,ff02::1:3,5355,udp,dns,-,-,-,S0,-,-,0,D,1,75,0,0,-,20
1628410158,CJMWR7aENbfx6eox5,192.168.1.133,50007,224.0.0.252,5355,udp,dns,-,-,-,S0,-,-,0,D,1,55,0,0,-,20
1628410158,CnQnbM1CKf24d8wp84,db80::888b:8236:3381:d568,62710,ff02::1:3,5355,udp,dns,-,-,-,S0,-,-,0,D,1,75,0,0,-,21
1628410158,CviQ2LdUiEVq2nIJi,192.168.1.133,62710,224.0.0.252,5355,udp,dns,-,-,-,S0,-,-,0,D,1,55,0,0,-,21
1628409820,CFgXhbSgtXdc5gHek,192.168.1.123,62835,167.98.226.106,443,tcp,ssl,342.9047,44521,723341,SF,-,-,0,ShADadTfFR,765,75137,785,754801,-,2
1628410140,CqbXGg2vDhYnR5Nwjf,192.168.1.133,5353,224.0.0.251,5353,udp,dns,18.072709,2700,0,S0,-,-,0,D,48,4044,0,0,-,1
1628410140,ChwB0w3Bq9d6WmTFi5,db80::888b:8236:3381:d568,5353,ff02::fb,5353,udp,dns,18.072679,2700,0,S0,-,-,0,D,48,5004,0,0,-,1
1628410110,C1zZQ01d7bgLbVsSe9,192.168.1.177,51960,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,30
1628410166,C4KZdO3xLhCirUQvwk,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,51800,2a03:ec00:b17a:fa7d:888b:8236:3381:d568,5357,tcp,-,2.981294,0,0,S0,-,-,0,S,3,216,0,0,-,1
1628410150,Cl2eCH3qmft6GmLlX8,192.168.1.123,137,192.168.1.255,137,udp,dns,1.5173,150,0,S0,-,-,0,D,3,234,0,0,-,2
1628410112,CRyqqR2kRtMidaubD8,192.168.1.178,54698,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,31
1628410112,CJLq982EgC5BG1TRH9,db80::46d9:e7ff:fef9:de2c,48823,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,31
1628410166,CYBvGv3Pw2M3xwkC58,db80::b56e:e9aa:44f3:43dc,60709,db80::64f:4cff:fe21:766f,53,udp,dns,0.030778,52,158,SF,-,-,0,Dd,1,100,1,206,-,94
1628410166,CWdJ5j3et4380j1hF4,db80::b56e:e9aa:44f3:43dc,58743,db80::64f:4cff:fe21:766f,53,udp,dns,0.030848,52,200,SF,-,-,0,Dd,1,100,1,248,-,95
1628410166,Cfml8h1WogE1Zo2GFd,db80::b56e:e9aa:44f3:43dc,49785,db80::64f:4cff:fe21:766f,53,udp,dns,0.028985,47,153,SF,-,-,0,Dd,1,95,1,201,-,96
1628410166,Cr5Axw2N1XCSrIt9Ai,db80::b56e:e9aa:44f3:43dc,59640,db80::64f:4cff:fe21:766f,53,udp,dns,0.004002,47,195,SF,-,-,0,Dd,1,95,1,243,-,97
1628410173,C7sbcSq7aifKDxGAg,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,51800,2a03:ec00:b17a:fa7d:888b:8236:3381:d568,5357,tcp,-,-,-,-,S0,-,-,0,S,1,72,0,0,-,2
1628410120,CO7cS423B9X94PoOe5,192.168.1.177,44121,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,31
1628410122,CKRPV8hQ62nu3odi4,192.168.1.178,35776,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,32
1628410122,C3WB5M1OgDN5SGgkq4,db80::46d9:e7ff:fef9:de2c,57828,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,32
1628410122,Cv3erYPXHARrSf34c,192.168.1.98,5678,255.255.255.255,5678,udp,-,-,-,-,S0,-,-,0,D,1,102,0,0,-,5
1628410174,C595Uv3KOuk69oy483,192.168.1.176,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,1,122,0,0,-,11
1628410174,CeeaGB1kVaZF5BdW71,192.168.1.180,5353,224.0.0.251,5353,udp,dns,0.00153,1267,0,S0,-,-,0,D,3,1351,0,0,-,13
1628409832,CQvy7q2F1WptRiUTl5,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,51160,2a04:4e42:14::761,443,tcp,ssl,347.909793,1291,4403,SF,-,-,0,ShADadTFfR,16,2270,19,5639,-,1
1628409832,Ckxota2n2UuVpdLwO7,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,49457,2a04:4e42:14::760,443,tcp,ssl,347.895023,1197,29770,SF,-,-,0,ShADadTFfR,26,2776,38,32146,-,7
1628409832,CxweiL1Gw4BUTCSQ3g,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,61752,2a04:4e42:14::760,443,tcp,ssl,347.896646,1197,26859,SF,-,-,0,ShADadTFRf,26,2776,37,29175,-,8
1628409832,C5KqlC49yPK12QHYid,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,57543,2a04:4e42:14::760,443,tcp,ssl,347.9037,1197,22600,SF,-,-,0,ShADadTFfR,22,2536,32,24604,-,9
1628409832,CNQLw71lmInWnINyB,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,61404,2a04:4e42:14::760,443,tcp,ssl,347.958983,1940,4718,SF,-,-,0,ShADadTFfR,18,3039,22,6134,-,10
1628409831,Czz4Rw2o1iLc5Tbje2,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,61321,2a04:4e42:14::760,443,tcp,ssl,349.215549,3964,178522,SF,-,-,0,ShADadTFfR,70,8183,161,189278,-,11
1628409839,C3Dhof3kvDKSusohe,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,63610,2a04:4e42:14::760,443,tcp,ssl,341.136744,1686,56086,SF,-,-,0,ShADadTFRf,33,3685,60,59782,-,12
1628410181,CLUZJdE3eoairUqj5,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,51800,2a03:ec00:b17a:fa7d:888b:8236:3381:d568,5357,tcp,-,-,-,-,S0,-,-,0,S,1,72,0,0,-,3
1628409826,C05eBo3QXWD7CJlq73,192.168.1.123,54668,162.159.128.235,443,tcp,-,354.954875,1,77,SF,-,-,0,DaTdFfR,10,408,11,613,-,1
1628410127,CnET2d3jj3qcVExLYg,192.168.1.123,62417,239.255.255.250,1900,udp,-,-,-,-,S0,-,-,0,D,1,153,0,0,-,7
1628410187,C2fwGBbskP8PAFhR1,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,51801,2a03:ec00:b17a:fa7d:44f:4c21:766f:2,5357,tcp,-,1.020425,0,0,REJ,-,-,0,Sr,2,144,1,60,-,1
1628410188,CpyRvX1gJdT9c5iJoh,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,51801,2a03:ec00:b17a:fa7d:44f:4c21:766f:2,5357,tcp,-,0.102055,0,0,REJ,-,-,0,Sr,1,72,1,60,-,2
1628410189,C8F4qi1XrWftMh9R0h,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,51801,2a03:ec00:b17a:fa7d:44f:4c21:766f:2,5357,tcp,-,0.112359,0,0,REJ,-,-,0,Sr,1,72,1,60,-,3
1628410180,CxjUqF2qdUkczZOy57,db80::b56e:e9aa:44f3:43dc,62104,db80::64f:4cff:fe21:766f,53,udp,dns,0.060973,38,128,SF,-,-,0,Dd,1,86,1,176,-,98
1628410180,CMj3IJ17PIAktO4Ju9,db80::b56e:e9aa:44f3:43dc,59239,db80::64f:4cff:fe21:766f,53,udp,dns,0.049435,38,128,SF,-,-,0,Dd,1,86,1,176,-,98
1628410180,CZiK8m2k7o1fcLZR92,192.168.1.123,59239,192.168.1.1,53,udp,dns,0.019065,38,128,SF,-,-,0,Dd,1,66,1,156,-,13
1628410180,C46E782BSeeGygLg79,192.168.1.123,62104,192.168.1.1,53,udp,dns,0.018875,38,128,SF,-,-,0,Dd,1,66,1,156,-,14
1628410130,CFQi7I3kIfcIO7IOXg,192.168.1.177,53338,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,32
1628410128,CBdEyhlPKItRhwWSa,192.168.1.133,58175,239.255.255.250,1900,udp,-,3.02712,696,0,S0,-,-,0,D,4,808,0,0,-,3
1628409827,CusyTJ2YerCFLBGc4j,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,50498,2600:1901:1:c36::,443,tcp,ssl,360.288744,1498,5227,SF,-,-,0,ShADdaTFf,22,2838,23,6703,-,7
1628410132,C5S6Cm4IM8J8loKkA5,192.168.1.178,59244,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,33
1628410132,CKMkU11nlxYlPQyfGd,db80::46d9:e7ff:fef9:de2c,48098,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,33
1628409826,C5QA1N5i2W8PpGFki,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,58914,2600:1901:0:524d::,443,tcp,ssl,362.152053,1725,5723,SF,-,-,0,ShADadTFf,26,3304,33,7798,-,1
1628410190,CpmUfJ24lePmfKcA5,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,51801,2a03:ec00:b17a:fa7d:44f:4c21:766f:2,5357,tcp,-,0.100015,0,0,REJ,-,-,0,Sr,1,72,1,60,-,4
1628410190,CVSECj4rKPrCRVabTi,192.168.1.123,51802,192.168.1.133,5357,tcp,-,3.020768,0,0,S0,-,-,0,S,3,156,0,0,-,4
1628409827,CcPjfo4yJhl7hyWzpi,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,51759,2600:1901:1:c36::,443,tcp,ssl,364.921513,19468,21528,SF,-,-,0,ShADdaTFf,125,26987,131,29484,-,8
1628410139,Ce5tss3xE6kxCgRWz1,0.0.0.0,68,255.255.255.255,67,udp,dhcp,-,-,-,S0,-,-,0,D,1,349,0,0,-,2
1628410140,ChpfZ7KDNEUbPwDe6,255.255.255.255,68,192.168.1.1,67,udp,dhcp,-,-,-,SHR,-,-,0,^d,0,0,1,314,-,1
1628410140,CpoQr93rtLR8rKZda2,db80::64f:4cff:fe21:766f,134,ff02::1,133,icmp,-,-,-,-,OTH,-,-,0,-,1,136,0,0,-,1
1628410140,CQJr2apLSYN7N7X4a,192.168.1.177,43424,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,33
1628410141,CtFvbl41jxFvWQew8h,2a03:ec00:b17a:fa7d:888b:8236:3381:d568,136,ff02::1,135,icmp,-,-,-,-,OTH,-,-,0,-,1,72,0,0,-,1
1628410141,CLaKTn4haP4u40Ep95,db80::888b:8236:3381:d568,136,ff02::1,135,icmp,-,-,-,-,OTH,-,-,0,-,1,72,0,0,-,1
1628410141,CIvquq1n5ggpnfvubl,2a03:ec00:b17a:fa7d:489a:1049:66ed:6f24,136,ff02::1,135,icmp,-,-,-,-,OTH,-,-,0,-,1,72,0,0,-,1
1628410141,CO6diQOK6O4VYgEC1,fd04:4f4c:2176:6f00:888b:8236:3381:d568,136,ff02::1,135,icmp,-,-,-,-,OTH,-,-,0,-,1,72,0,0,-,1
1628410141,CfK98vAWzSft9211b,fd04:4f4c:2176:6f00:489a:1049:66ed:6f24,136,ff02::1,135,icmp,-,-,-,-,OTH,-,-,0,-,1,72,0,0,-,1
1628410141,CA1ybI1FHl4dgn0Ez3,2a03:ec00:b17a:fa7d:557c:d95e:3f42:de98,136,ff02::1,135,icmp,-,-,-,-,OTH,-,-,0,-,1,72,0,0,-,1
1628410141,Ct6bet2AKK31i8wr64,fd04:4f4c:2176:6f00:557c:d95e:3f42:de98,136,ff02::1,135,icmp,-,-,-,-,OTH,-,-,0,-,1,72,0,0,-,1
1628410197,Cbx5GlNuDHswtCKy3,192.168.1.123,51802,192.168.1.133,5357,tcp,-,-,-,-,S0,-,-,0,S,1,52,0,0,-,5
1628410142,C8bUCr2G0stNJkcCfg,192.168.1.178,34434,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,34
1628410142,CT7Hcz3FA6fMY6UKQa,db80::46d9:e7ff:fef9:de2c,59007,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,34
1628410194,CoR2Ei3eXfI0XKrIi9,192.168.1.176,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,1,122,0,0,-,12
1628410194,C0hPOv1VLTOF4kEkzc,192.168.1.180,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,3,1351,0,0,-,14
1628410196,CkcjrH3qCZWw3OJyY8,192.168.1.133,137,192.168.1.255,137,udp,dns,1.517846,150,0,S0,-,-,0,D,3,234,0,0,-,2
1628410196,C2wAzd4NW1mUP1vY16,192.168.1.133,5353,224.0.0.251,5353,udp,dns,1.012134,112,0,S0,-,-,0,D,4,224,0,0,-,2
1628410196,CJKkoB4BMiPFNtVim3,db80::888b:8236:3381:d568,5353,ff02::fb,5353,udp,dns,1.01218,112,0,S0,-,-,0,D,4,304,0,0,-,2
1628410196,CPBjvA1OBJ7fCu0nSe,db80::888b:8236:3381:d568,54985,ff02::1:3,5355,udp,dns,0.424781,44,0,S0,-,-,0,D,2,140,0,0,-,22
1628410196,C1bH9d319aCojVRQh,192.168.1.133,54985,224.0.0.252,5355,udp,dns,0.424435,44,0,S0,-,-,0,D,2,100,0,0,-,22
1628410196,C2A4y643HyAbbXs2Uf,db80::888b:8236:3381:d568,57261,ff02::1:3,5355,udp,dns,0.423014,44,0,S0,-,-,0,D,2,140,0,0,-,23
1628410196,COFXWO2hzTNu49Yd6b,192.168.1.133,57261,224.0.0.252,5355,udp,dns,0.422394,44,0,S0,-,-,0,D,2,100,0,0,-,23
1628410144,CoPeCk1ay8GuAjkEpj,192.168.1.133,61753,239.255.255.250,1900,udp,-,3.022298,696,0,S0,-,-,0,D,4,808,0,0,-,4
1628410205,C2BIwX1DfyGyqAHYsa,192.168.1.123,51802,192.168.1.133,5357,tcp,-,-,-,-,S0,-,-,0,S,1,52,0,0,-,6
1628410150,CmwEqh14hrXAFJ7987,192.168.1.177,41238,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,34
1628410152,CcuzY31zHoPvIAe39,192.168.1.178,52558,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,35
1628410152,CvOUme2THcwZAp34W5,db80::46d9:e7ff:fef9:de2c,35913,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,35
1628409826,CgloY6mp36OShKFI9,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,53132,2600:1901:1:c36::,443,tcp,ssl,381.632957,6488,40988,SF,-,-,0,ShADadTFf,57,9827,83,46064,-,9
1628410211,CocckZ1MweAptEq1Ch,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,51803,2a03:ec00:b17a:fa7d:888b:8236:3381:d568,5357,tcp,-,3.016802,0,0,S0,-,-,0,S,3,216,0,0,-,4
1628410140,Cvsj2J3g0qn31AnWAb,db80::898:609a:cfee:1bfe,136,ff02::1,135,icmp,-,17.512,72,0,OTH,-,-,0,-,3,216,0,0,-,1
1628410145,CrFZoT3k5nyXc0fdh3,192.168.1.133,54747,239.255.255.250,3702,udp,-,13.343311,17296,0,S0,-,-,0,D,16,17644,0,0,-,1
1628410145,CFgui51UnyBHLtxv9j,db80::888b:8236:3381:d568,54748,ff02::c,3702,udp,-,13.482536,21168,0,S0,-,-,0,D,16,21936,0,0,-,1
1628410158,CxFDUj4Bxi0QwUJck1,2a03:ec00:b17a:fa7d:44f:4c21:766f:2,136,ff02::1,135,icmp,-,-,-,-,OTH,-,-,0,-,1,72,0,0,-,1
1628410160,C2XjLL2XyMUs3v6h09,192.168.1.177,32957,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,35
1628410162,Cdeplm40EEBsqBFZqg,192.168.1.178,58648,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,36
1628410162,CWy8St1HQ07zHz2xR8,db80::46d9:e7ff:fef9:de2c,51916,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,36
1628410218,CiXBvj1hzlvKvgeZr,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,51803,2a03:ec00:b17a:fa7d:888b:8236:3381:d568,5357,tcp,-,-,-,-,S0,-,-,0,S,1,72,0,0,-,5
1628410214,C75yEF1wWLRpNPbQR9,192.168.1.176,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,1,122,0,0,-,13
1628410214,CAZMxW3REJSEwxJnch,192.168.1.180,5353,224.0.0.251,5353,udp,dns,0.001547,1267,0,S0,-,-,0,D,3,1351,0,0,-,15
1628409828,CQmMjp3lS1HGLCB3l8,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,64409,2600:1901:1:c36::,443,tcp,-,391.820772,740,22650,SF,-,-,0,DadATFf,35,2847,50,25734,-,10
1628410166,CLFefa2brbuqjwdAh9,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,135,ff02::1:ff81:d568,136,icmp,-,-,-,-,OTH,-,-,0,-,1,72,0,0,-,1
1628410167,C40Tks2023kXlxdh7a,192.168.1.180,9898,255.255.255.255,9898,udp,-,-,-,-,S0,-,-,0,D,1,57,0,0,-,6
1628410115,CEQnS425lxXzU9oSc,192.168.1.123,51780,20.54.25.4,443,tcp,ssl,110.047306,1351,3101,SF,-,-,0,ShADdaFf,14,1923,11,3553,-,1
1628410170,CDWqo039GRNG9EOGbl,192.168.1.177,57988,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,36
1628410054,CMxyVM1kBgz5mC1FI6,db80::64f:4cff:fe21:766f,135,db80::b56e:e9aa:44f3:43dc,136,icmp,-,116.792501,72,72,OTH,-,-,0,-,3,216,3,216,-,2
1628410166,CQKWrv3UcCTvSsRgt4,192.168.1.123,51787,104.75.68.212,443,tcp,ssl,60.204833,637,9296,SF,-,-,0,ShADadFfR,11,1089,15,9808,-,1
1628410166,CzZ5CD3n425UW6SOV1,192.168.1.123,51788,104.75.68.212,443,tcp,ssl,60.18897,602,6364,SF,-,-,0,ShADadFfR,10,1014,13,6896,-,2
1628410166,CXh3R72SHBlxpJ2hJi,192.168.1.123,51788,104.75.68.212,443,tcp,ssl,60.206597,638,10582,SF,-,-,0,ShADadFRf,10,1050,16,11234,-,3
1628410226,CL6F901Al8vaxooQle,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,51803,2a03:ec00:b17a:fa7d:888b:8236:3381:d568,5357,tcp,-,-,-,-,S0,-,-,0,S,1,72,0,0,-,6
1628410172,CdQEYE2gvuunsGHEY4,db80::46d9:e7ff:fef9:de2c,36498,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,37
1628410172,CxiEtV3cQax1nKt3l,192.168.1.178,60725,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,37
1628410114,CC5J6e2b0x022lBCNi,192.168.1.123,51777,96.17.4.231,443,tcp,ssl,114.569482,923,6404,SF,-,-,0,ShADadFfR,10,1335,13,6936,-,31
1628410113,Csbl184cmV4jEVpy3c,192.168.1.123,51776,96.17.4.231,443,tcp,ssl,114.82286,675,7172,SF,-,-,0,ShADadFRf,10,1087,14,7744,-,32
1628410113,CBv40S2jOi02G8fL48,192.168.1.123,51775,184.85.147.230,443,tcp,ssl,115.006708,669,6609,SF,-,-,0,ShADadFRf,10,1081,13,7141,-,1
1628410156,CNcFSslrx9ib1Flbg,db80::888b:8236:3381:d568,52655,ff02::c,3702,udp,-,17.517624,9184,0,S0,-,-,0,D,14,9856,0,0,-,2
1628410156,ChknsC1qUQJqy8DfWg,192.168.1.133,52654,239.255.255.250,3702,udp,-,17.734134,9184,0,S0,-,-,0,D,14,9576,0,0,-,2
1628409829,CMGyTswVAAS3ZH2y1,192.168.1.123,59000,162.159.128.232,443,tcp,ssl,400.80037,1126,278035,SF,-,-,0,ShADadTfFR,81,4386,215,286743,-,1
1628410232,CaqiysptoUt3fSrSa,192.168.1.123,51804,192.168.1.133,5357,tcp,-,3.020713,0,0,S0,-,-,0,S,3,156,0,0,-,7
1628410180,CO67Z2x71fKNRjmO1,192.168.1.177,35956,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,37
1628410182,CdMrdV3jgOBXjyrmr9,192.168.1.98,5678,255.255.255.255,5678,udp,-,-,-,-,S0,-,-,0,D,1,102,0,0,-,6
1628410182,CiT9gw2XfTetIPGNY8,192.168.1.178,59812,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,38
1628410182,CeeGyf4K8pomOlLsLh,db80::46d9:e7ff:fef9:de2c,50123,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,38
1628410239,CzP0ZA4IJh712Btp4h,192.168.1.123,51804,192.168.1.133,5357,tcp,-,-,-,-,S0,-,-,0,S,1,52,0,0,-,8
1628410234,CKekkwLfkyI3VQ98f,192.168.1.176,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,1,122,0,0,-,14
1628410234,CIBgET3Y7Ht9jzL3tg,192.168.1.180,5353,224.0.0.251,5353,udp,dns,0.003395,1267,0,S0,-,-,0,D,3,1351,0,0,-,16
1628410234,CZsKC712YnfIknWkH2,db80::b56e:e9aa:44f3:43dc,58530,db80::64f:4cff:fe21:766f,53,udp,dns,0.060197,33,92,SF,-,-,0,Dd,1,81,1,140,-,100
1628410234,CINr7Z2UWyhNFKMYL8,db80::b56e:e9aa:44f3:43dc,63488,db80::64f:4cff:fe21:766f,53,udp,dns,0.060227,33,104,SF,-,-,0,Dd,1,81,1,152,-,101
1628410234,CX2M6k054IAiVIpp4,192.168.1.123,58530,192.168.1.1,53,udp,dns,0.024762,33,92,SF,-,-,0,Dd,1,61,1,120,-,15
1628410234,Cf90Ib47f7y3psA9A2,192.168.1.123,63488,192.168.1.1,53,udp,dns,0.024987,33,104,SF,-,-,0,Dd,1,61,1,132,-,16
1628410187,C5Q1nt2d0IwFHbEIeg,db80::b56e:e9aa:44f3:43dc,135,ff02::1:ff81:d568,136,icmp,-,-,-,-,OTH,-,-,0,-,1,72,0,0,-,1
1628410187,CqvFwW2SxCNdBOcrPl,db80::888b:8236:3381:d568,136,db80::b56e:e9aa:44f3:43dc,135,icmp,-,-,-,-,OTH,-,-,0,-,1,72,0,0,-,1
1628410187,CeIrB014Lgv5yEEeVe,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,135,ff02::1:ff6f:2,136,icmp,-,-,-,-,OTH,-,-,0,-,1,72,0,0,-,1
1628410186,CbowsB3pul6VqRq0Bf,192.168.1.123,59241,239.255.255.250,1900,udp,-,3.009632,676,0,S0,-,-,0,D,4,788,0,0,-,8
1628410190,C3Oq7U2wbeUg55OxOk,192.168.1.177,40279,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,38
1628410192,C5AQrF1Hmr9lrosPyf,db80::888b:8236:3381:d568,135,db80::b56e:e9aa:44f3:43dc,136,icmp,-,0.000214,24,24,OTH,-,-,0,-,1,72,1,72,-,1
1628410247,CsIJ3G35tdzQFWJyE9,192.168.1.123,51804,192.168.1.133,5357,tcp,-,-,-,-,S0,-,-,0,S,1,52,0,0,-,9
1628410192,Cm5OUEVeeS6kGnh63,2a03:ec00:b17a:fa7d:38c8:81e4:b626:11c5,135,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,136,icmp,-,0.000244,24,24,OTH,-,-,0,-,1,72,1,72,-,1
1628410192,CXYR9S14dA1clAFuqf,192.168.1.178,54743,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,39
1628410192,CG8yOg17AIpy9GY2eb,db80::46d9:e7ff:fef9:de2c,51552,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,39
1628410187,CAX2lK7dxZiiuLK0e,2a03:ec00:b17a:fa7d:44f:4c21:766f:2,136,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,135,icmp,-,6.135116,24,24,OTH,-,-,0,-,1,72,1,72,-,1
1628410253,CpiJqj3YqAV32Qlz74,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,64859,2a03:ec00:b17a:fa7d:44f:4c21:766f:2,5357,tcp,-,0.102576,0,0,REJ,-,-,0,Sr,1,72,1,60,-,5
1628410254,C732WCBLwLKX7xdsg,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,64859,2a03:ec00:b17a:fa7d:44f:4c21:766f:2,5357,tcp,-,0.109728,0,0,REJ,-,-,0,Sr,1,72,1,60,-,6
1628410254,CLZ9EY2pc6V4DEhv18,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,64859,2a03:ec00:b17a:fa7d:44f:4c21:766f:2,5357,tcp,-,0.006916,0,0,REJ,-,-,0,Sr,1,72,1,60,-,7
1628410245,C9Gq8WvWFblxoCi37,192.168.1.123,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,1,73,0,0,-,5
1628410245,Cib4Uq4NyvbBLjCicj,db80::b56e:e9aa:44f3:43dc,5353,ff02::fb,5353,udp,dns,0.002978,270,0,S0,-,-,0,D,6,558,0,0,-,5
1628410255,CO70Hw20eK9HjvUT6d,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,64859,2a03:ec00:b17a:fa7d:44f:4c21:766f:2,5357,tcp,-,0.00444,0,0,REJ,-,-,0,Sr,1,72,1,60,-,8
1628410187,CkVoBbLRALj5feuL1,2a03:ec00:b17a:fa7d:38c8:81e4:b626:11c5,136,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,135,icmp,-,10.029798,56,24,OTH,-,-,0,-,3,200,1,72,-,1
1628409859,C0BGvU36fSmbVr0pB4,192.168.1.123,55317,81.198.165.203,443,tcp,ssl,394.204877,970,135405,SF,-,-,0,ShADadttTFRf,67,4138,110,139813,-,1
1628409848,CJ2t1r1DTl8zAouB5k,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,56277,2a04:4e42:14::760,443,tcp,ssl,405.776103,5076,211238,SF,-,-,0,ShADadTFfR,86,10256,206,223716,-,13
1628409859,CTWAsteqWEvqwGRq5,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,57001,2a04:4e42:14::760,443,tcp,ssl,394.038401,5978,5813875,SF,-,-,0,ShADadtTFRf,1402,91630,4525,6085483,-,14
1628410200,C2tBEv4FuvtqG8MHGb,192.168.1.177,58125,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,39
